timestamp actual_execution_time target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 payload output_double_register_24 output_double_register_25 output_bit_register_64 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_mode actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits script_control_line payload_cog_0 payload_cog_1 payload_cog_2 output_bit_registers0_to_31 output_bit_registers32_to_63 output_int_register_0 output_int_register_1 output_int_register_2 output_int_register_3 output_int_register_4 output_int_register_5 output_int_register_6 output_int_register_7 output_int_register_8 output_int_register_9 output_int_register_10 output_int_register_11 output_int_register_12 output_int_register_13 output_int_register_14 output_int_register_15 output_int_register_16 output_int_register_17 output_int_register_18 output_int_register_19 output_int_register_20 output_int_register_21 output_int_register_22 output_int_register_23 output_double_register_0 output_double_register_1 output_double_register_2 output_double_register_3 output_double_register_4 output_double_register_5 output_double_register_6 output_double_register_7 output_double_register_8 output_double_register_9 output_double_register_10 output_double_register_11 output_double_register_12 output_double_register_13 output_double_register_14 output_double_register_15 output_double_register_16 output_double_register_17 output_double_register_18 output_double_register_19 output_double_register_20 output_double_register_21 output_double_register_22 output_double_register_23 runtime_state
9215.5 0.093471 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9215.6 0.205598 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9215.699999999999 0.13422399999999998 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9215.8 0.20477299999999998 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9215.9 0.085461 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9216.0 0.16725800000000002 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9216.1 0.16474100000000003 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9216.199999999999 0.074404 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9216.3 0.081533 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9216.4 0.090377 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9216.5 0.07835299999999999 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9216.6 0.06462000000000001 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
9216.699999999999 0.091887 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.428326673490429e-16 -8.966627380231653 -18.517247034438267 -2.806028665995031 -1.8847089966512262e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 -6.473301880294338e-17 -0.9029361578607502 -1.864680128037405 -0.3610456405400229 -2.4250143099881318e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 25.5 25.0 24.5 24.0 23.5 23.0 7 253 253 253 253 253 253 1 -8.070649374830428e-15 1.029532255391179e-14 -9.82 0.0 1.0 0.0 48.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
